MatchId,Mode,MapName,Round,Seats,SeatIndex,BotKey,BotName,Creator,Opponents,TurnsPlayed,TimedOut,Failed,Placement,Win,TimeoutWin,Draw,Loss,Survived,EndHealth,ShotsFired,HitsLanded,DamageDealt,DamageTaken,Eliminations,Deaths,TurnsAlive
6ea94c14-43aa-4c51-8aae-926df147e8e2,Duel,Four Corners,6,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,11,False,False,2,False,False,False,True,False,0,10,0,0,100,0,1,10
09fa4c2d-4f0d-4a12-b293-c1ea41ae6d1f,Duel,Four Corners,5,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
09fa4c2d-4f0d-4a12-b293-c1ea41ae6d1f,Duel,Four Corners,5,2,1,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
9826f221-8f1b-452e-a8d6-6fd1f30c2242,Duel,Four Corners,5,2,0,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
9826f221-8f1b-452e-a8d6-6fd1f30c2242,Duel,Four Corners,5,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
41332493-e8e8-4ecc-a25e-12ec11781de3,Duel,Four Corners,4,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,11,False,False,2,False,False,False,True,False,0,10,0,0,100,0,1,10
41332493-e8e8-4ecc-a25e-12ec11781de3,Duel,Four Corners,4,2,1,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,11,False,False,1,True,False,False,False,True,100,10,2,100,0,1,0,11
0f5799d0-509b-48e7-9059-9b23efec9b6a,Duel,Four Corners,4,2,0,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
0f5799d0-509b-48e7-9059-9b23efec9b6a,Duel,Four Corners,4,2,1,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
a6e66b7a-0f08-45f6-9c12-24b1cdeba433,Duel,Four Corners,3,2,0,KingArthur.Bot.KingArthurBot,KingArthur,Batuhan,BlitzKriegBot,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
a6e66b7a-0f08-45f6-9c12-24b1cdeba433,Duel,Four Corners,3,2,1,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,2,False,False,True,False,True,100,149,0,0,0,0,0,150
fae4609e-15fd-467c-9106-7d6704a37da8,Duel,Four Corners,3,2,0,BlitzKrieg.Bot.BlitzKriegBot,BlitzKriegBot,Batuhan,KingArthur,150,True,False,1,False,False,True,False,True,100,149,0,0,0,0,0,150
